transaction_id,timestamp,store_id,store_city,product_id,product_name,category,unit_price,quantity,total_amount,payment_method
TXN-20260110-44239,2026-01-10T16:40:07.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,138.7,1,138.7,Debit Card
TXN-20260110-76846,2026-01-10T20:18:25.805429,Berlin_01,Berlin,SKU003,White T-Shirt,T-Shirt,21.29,1,21.29,Credit Card
TXN-20260110-51295,2026-01-10T16:19:58.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,28.25,1,28.25,Cash
TXN-20260110-42826,2026-01-10T17:10:13.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,68.22,3,204.65,Debit Card
TXN-20260110-30841,2026-01-10T18:18:19.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,26.26,1,26.26,Debit Card
TXN-20260110-86801,2026-01-10T17:18:59.805429,Online_Store,Online,SKU008,White Sneakers,Sneakers,127.89,2,255.77,Credit Card
TXN-20260110-96330,2026-01-10T21:00:34.805429,Hamburg_02,Hamburg,SKU014,Winter Jacket,Jacket,134.59,1,134.59,Mobile Pay
TXN-20260110-52527,2026-01-10T21:28:57.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,115.2,2,230.4,Credit Card
TXN-20260110-34357,2026-01-10T19:24:04.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,27.86,2,55.73,Credit Card
TXN-20260110-28699,2026-01-10T21:54:48.805429,Frankfurt_01,Frankfurt,SKU004,Black Polo,T-Shirt,38.43,2,76.86,Mobile Pay
TXN-20260110-17602,2026-01-10T17:12:13.805429,Berlin_01,Berlin,SKU001,Red T-Shirt,T-Shirt,26.69,2,53.37,Cash
TXN-20260110-17084,2026-01-10T19:37:06.805429,Hamburg_02,Hamburg,SKU015,Leather Jacket,Jacket,179.94,1,179.94,Cash
TXN-20260110-13427,2026-01-10T18:26:20.805429,Hamburg_02,Hamburg,SKU008,White Sneakers,Sneakers,116.69,1,116.69,Mobile Pay
TXN-20260110-69438,2026-01-10T21:33:42.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,79.5,1,79.5,Cash
TXN-20260110-69080,2026-01-10T21:19:13.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,89.8,1,89.8,Mobile Pay
TXN-20260110-69175,2026-01-10T18:21:20.805429,Munich_01,Munich,SKU007,Ripped Jeans,Jeans,86.26,2,172.52,Mobile Pay
TXN-20260110-74888,2026-01-10T14:33:48.805429,Hamburg_02,Hamburg,SKU007,Ripped Jeans,Jeans,89.33,2,178.65,Mobile Pay
TXN-20260110-42303,2026-01-10T14:37:10.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,85.61,2,171.22,Mobile Pay
TXN-20260110-98059,2026-01-10T21:54:31.805429,Hamburg_02,Hamburg,SKU015,Leather Jacket,Jacket,173.71,2,347.43,Cash
TXN-20260110-75139,2026-01-10T15:45:13.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,139.7,1,139.7,Debit Card
TXN-20260110-78460,2026-01-10T19:32:20.805429,Frankfurt_01,Frankfurt,SKU014,Winter Jacket,Jacket,138.44,1,138.44,Credit Card
TXN-20260110-21021,2026-01-10T12:12:31.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,72.15,1,72.15,Mobile Pay
TXN-20260110-35616,2026-01-10T14:00:27.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,74.06,2,148.12,Mobile Pay
TXN-20260110-25750,2026-01-10T15:30:42.805429,Frankfurt_01,Frankfurt,SKU011,Little Black Dress,Dress,87.96,1,87.96,Debit Card
TXN-20260110-66434,2026-01-10T19:42:33.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,194.52,1,194.52,Debit Card
TXN-20260110-26880,2026-01-10T12:53:31.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,24.69,1,24.69,Credit Card
TXN-20260110-12949,2026-01-10T13:44:24.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,35.75,1,35.75,Debit Card
TXN-20260110-57187,2026-01-10T19:47:34.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,23.16,1,23.16,Debit Card
TXN-20260110-44600,2026-01-10T17:53:25.805429,Hamburg_02,Hamburg,SKU015,Leather Jacket,Jacket,179.59,1,179.59,Debit Card
TXN-20260110-25367,2026-01-10T17:16:38.805429,Online_Store,Online,SKU013,Party Dress,Dress,141.97,2,283.94,Mobile Pay
TXN-20260110-15274,2026-01-10T15:43:35.805429,Munich_01,Munich,SKU010,Running Shoes,Sneakers,91.27,2,182.54,Credit Card
TXN-20260110-36561,2026-01-10T15:19:57.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,37.43,1,37.43,Debit Card
TXN-20260110-11469,2026-01-10T16:46:58.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,68.36,1,68.36,Credit Card
TXN-20260110-30960,2026-01-10T21:19:55.805429,Berlin_01,Berlin,SKU005,Slim Fit Jeans,Jeans,77.05,2,154.11,Mobile Pay
TXN-20260110-73226,2026-01-10T12:31:25.805429,Hamburg_02,Hamburg,SKU010,Running Shoes,Sneakers,93.89,2,187.78,Mobile Pay
TXN-20260110-72822,2026-01-10T12:47:54.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,87.77,1,87.77,Debit Card
TXN-20260110-13104,2026-01-10T17:04:03.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,78.93,1,78.93,Mobile Pay
TXN-20260110-58494,2026-01-10T20:28:44.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,29.03,1,29.03,Cash
TXN-20260110-18991,2026-01-10T21:14:15.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,38.43,2,76.86,Debit Card
TXN-20260110-31846,2026-01-10T13:39:29.805429,Frankfurt_01,Frankfurt,SKU003,White T-Shirt,T-Shirt,23.56,1,23.56,Mobile Pay
TXN-20260110-27480,2026-01-10T13:54:02.805429,Hamburg_02,Hamburg,SKU005,Slim Fit Jeans,Jeans,71.52,1,71.52,Debit Card
TXN-20260110-77891,2026-01-10T11:59:25.805429,Munich_01,Munich,SKU013,Party Dress,Dress,131.82,1,131.82,Mobile Pay
TXN-20260110-33578,2026-01-10T13:56:55.805429,Hamburg_02,Hamburg,SKU007,Ripped Jeans,Jeans,81.94,1,81.94,Debit Card
TXN-20260110-67508,2026-01-10T11:54:30.805429,Frankfurt_01,Frankfurt,SKU006,Regular Jeans,Jeans,60.01,1,60.01,Credit Card
TXN-20260110-89072,2026-01-10T14:00:07.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,72.47,1,72.47,Cash
TXN-20260110-50649,2026-01-10T18:40:02.805429,Online_Store,Online,SKU001,Red T-Shirt,T-Shirt,28.88,1,28.88,Credit Card
TXN-20260110-27134,2026-01-10T19:30:19.805429,Berlin_01,Berlin,SKU001,Red T-Shirt,T-Shirt,27.94,1,27.94,Cash
TXN-20260110-64022,2026-01-10T18:30:26.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,26.07,1,26.07,Credit Card
TXN-20260110-13993,2026-01-10T17:58:36.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,85.27,2,170.55,Debit Card
TXN-20260110-75683,2026-01-10T18:32:50.805429,Berlin_01,Berlin,SKU007,Ripped Jeans,Jeans,86.89,1,86.89,Cash
TXN-20260110-10235,2026-01-10T15:34:50.805429,Hamburg_02,Hamburg,SKU011,Little Black Dress,Dress,90.17,1,90.17,Credit Card
TXN-20260110-96070,2026-01-10T14:46:11.805429,Berlin_01,Berlin,SKU008,White Sneakers,Sneakers,116.42,1,116.42,Mobile Pay
TXN-20260110-34385,2026-01-10T19:45:07.805429,Hamburg_02,Hamburg,SKU009,Black Sneakers,Sneakers,108.04,1,108.04,Cash
TXN-20260110-46942,2026-01-10T18:04:43.805429,Frankfurt_01,Frankfurt,SKU007,Ripped Jeans,Jeans,86.48,1,86.48,Mobile Pay
TXN-20260110-20493,2026-01-10T18:45:12.805429,Berlin_01,Berlin,SKU001,Red T-Shirt,T-Shirt,29.2,1,29.2,Cash
TXN-20260110-49432,2026-01-10T19:41:24.805429,Frankfurt_01,Frankfurt,SKU006,Regular Jeans,Jeans,59.88,3,179.65,Cash
TXN-20260110-41179,2026-01-10T15:31:43.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,88.8,1,88.8,Mobile Pay
TXN-20260110-84512,2026-01-10T19:42:24.805429,Frankfurt_01,Frankfurt,SKU004,Black Polo,T-Shirt,38.57,1,38.57,Cash
TXN-20260110-69082,2026-01-10T18:15:18.805429,Munich_01,Munich,SKU013,Party Dress,Dress,147.92,3,443.75,Debit Card
TXN-20260110-26908,2026-01-10T18:07:18.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,73.74,1,73.74,Cash
TXN-20260110-75750,2026-01-10T18:29:46.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,172.83,1,172.83,Credit Card
TXN-20260110-45400,2026-01-10T18:23:12.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,83.75,2,167.5,Credit Card
TXN-20260110-40776,2026-01-10T15:49:23.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,34.9,1,34.9,Cash
TXN-20260110-19569,2026-01-10T21:32:28.805429,Berlin_01,Berlin,SKU009,Black Sneakers,Sneakers,119.17,1,119.17,Credit Card
TXN-20260110-50578,2026-01-10T16:51:53.805429,Munich_01,Munich,SKU011,Little Black Dress,Dress,87.84,1,87.84,Mobile Pay
TXN-20260110-57014,2026-01-10T12:55:04.805429,Hamburg_02,Hamburg,SKU008,White Sneakers,Sneakers,125.4,1,125.4,Mobile Pay
TXN-20260110-21138,2026-01-10T11:51:06.805429,Online_Store,Online,SKU013,Party Dress,Dress,148.09,1,148.09,Mobile Pay
TXN-20260110-14367,2026-01-10T17:24:27.805429,Hamburg_02,Hamburg,SKU011,Little Black Dress,Dress,85.53,1,85.53,Credit Card
TXN-20260110-19211,2026-01-10T21:10:03.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,27.12,1,27.12,Debit Card
TXN-20260110-95317,2026-01-10T18:18:44.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,26.2,2,52.4,Cash
TXN-20260110-27911,2026-01-10T12:27:46.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,142.92,1,142.92,Cash
TXN-20260110-96160,2026-01-10T16:24:17.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,61.27,1,61.27,Credit Card
TXN-20260110-70480,2026-01-10T14:24:10.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,78.28,2,156.55,Mobile Pay
TXN-20260110-34707,2026-01-10T13:43:58.805429,Munich_01,Munich,SKU006,Regular Jeans,Jeans,67.26,2,134.52,Credit Card
TXN-20260110-38090,2026-01-10T15:29:11.805429,Berlin_01,Berlin,SKU004,Black Polo,T-Shirt,38.65,1,38.65,Mobile Pay
TXN-20260110-68566,2026-01-10T14:41:06.805429,Frankfurt_01,Frankfurt,SKU016,Denim Jacket,Jacket,110.55,2,221.1,Cash
TXN-20260110-46447,2026-01-10T12:04:17.805429,Frankfurt_01,Frankfurt,SKU003,White T-Shirt,T-Shirt,23.44,1,23.44,Debit Card
TXN-20260110-34400,2026-01-10T11:30:56.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,27.04,1,27.04,Debit Card
TXN-20260110-99610,2026-01-10T20:37:01.805429,Online_Store,Online,SKU010,Running Shoes,Sneakers,87.76,1,87.76,Cash
TXN-20260110-68996,2026-01-10T15:39:31.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,144.53,3,433.59,Mobile Pay
TXN-20260110-86842,2026-01-10T19:02:41.805429,Hamburg_02,Hamburg,SKU014,Winter Jacket,Jacket,143.1,1,143.1,Debit Card
TXN-20260110-95701,2026-01-10T13:44:15.805429,Online_Store,Online,SKU012,Summer Dress,Dress,71.37,1,71.37,Debit Card
TXN-20260110-58028,2026-01-10T20:41:31.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,29.8,1,29.8,Debit Card
TXN-20260110-48454,2026-01-10T17:48:32.805429,Frankfurt_01,Frankfurt,SKU004,Black Polo,T-Shirt,37.78,1,37.78,Credit Card
TXN-20260110-76685,2026-01-10T14:45:48.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,26.6,1,26.6,Debit Card
TXN-20260110-86361,2026-01-10T14:18:00.805429,Berlin_01,Berlin,SKU004,Black Polo,T-Shirt,37.81,2,75.61,Cash
TXN-20260110-68529,2026-01-10T18:16:40.805429,Frankfurt_01,Frankfurt,SKU011,Little Black Dress,Dress,99.09,1,99.09,Cash
TXN-20260110-71429,2026-01-10T14:39:29.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,185.67,1,185.67,Cash
TXN-20260110-22825,2026-01-10T12:50:08.805429,Munich_01,Munich,SKU009,Black Sneakers,Sneakers,105.06,1,105.06,Cash
TXN-20260110-76056,2026-01-10T12:01:29.805429,Frankfurt_01,Frankfurt,SKU011,Little Black Dress,Dress,97.46,1,97.46,Debit Card
TXN-20260110-73558,2026-01-10T17:33:45.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,78.26,2,156.52,Cash
TXN-20260110-11506,2026-01-10T17:15:20.805429,Frankfurt_01,Frankfurt,SKU009,Black Sneakers,Sneakers,114.45,1,114.45,Debit Card
TXN-20260110-10624,2026-01-10T16:14:43.805429,Frankfurt_01,Frankfurt,SKU015,Leather Jacket,Jacket,186.18,1,186.18,Debit Card
TXN-20260110-98827,2026-01-10T20:40:28.805429,Berlin_01,Berlin,SKU004,Black Polo,T-Shirt,36.9,2,73.8,Cash
TXN-20260110-44028,2026-01-10T18:29:27.805429,Online_Store,Online,SKU006,Regular Jeans,Jeans,66.36,1,66.36,Mobile Pay
TXN-20260110-70642,2026-01-10T21:34:54.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,74.77,1,74.77,Mobile Pay
TXN-20260110-70576,2026-01-10T19:50:52.805429,Online_Store,Online,SKU001,Red T-Shirt,T-Shirt,27.73,1,27.73,Credit Card
TXN-20260110-34542,2026-01-10T19:48:02.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,29.84,1,29.84,Cash
TXN-20260110-30714,2026-01-10T14:14:43.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,29.32,1,29.32,Mobile Pay
TXN-20260110-40061,2026-01-10T11:37:20.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,113.64,1,113.64,Cash
TXN-20260110-14060,2026-01-10T16:24:51.805429,Munich_01,Munich,SKU010,Running Shoes,Sneakers,92.69,1,92.69,Mobile Pay
TXN-20260110-63713,2026-01-10T16:41:33.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,22.66,1,22.66,Cash
TXN-20260110-54974,2026-01-10T21:40:59.805429,Berlin_01,Berlin,SKU005,Slim Fit Jeans,Jeans,78.09,2,156.19,Mobile Pay
TXN-20260110-55783,2026-01-10T20:59:16.805429,Frankfurt_01,Frankfurt,SKU004,Black Polo,T-Shirt,35.43,1,35.43,Cash
TXN-20260110-10278,2026-01-10T14:21:35.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,71.53,2,143.06,Mobile Pay
TXN-20260110-43280,2026-01-10T19:56:26.805429,Online_Store,Online,SKU009,Black Sneakers,Sneakers,110.3,1,110.3,Debit Card
TXN-20260110-91232,2026-01-10T19:31:46.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,21.72,2,43.43,Debit Card
TXN-20260110-36213,2026-01-10T20:57:38.805429,Frankfurt_01,Frankfurt,SKU015,Leather Jacket,Jacket,194.02,1,194.02,Cash
TXN-20260110-65770,2026-01-10T12:23:05.805429,Hamburg_02,Hamburg,SKU001,Red T-Shirt,T-Shirt,28.41,1,28.41,Cash
TXN-20260110-72961,2026-01-10T18:06:09.805429,Hamburg_02,Hamburg,SKU005,Slim Fit Jeans,Jeans,77.2,2,154.41,Credit Card
TXN-20260110-34863,2026-01-10T14:15:11.805429,Berlin_01,Berlin,SKU009,Black Sneakers,Sneakers,115.25,1,115.25,Cash
TXN-20260110-64478,2026-01-10T17:34:59.805429,Hamburg_02,Hamburg,SKU010,Running Shoes,Sneakers,91.33,1,91.33,Mobile Pay
TXN-20260110-57015,2026-01-10T14:23:21.805429,Online_Store,Online,SKU002,Blue T-Shirt,T-Shirt,27.59,1,27.59,Credit Card
TXN-20260110-90260,2026-01-10T12:43:46.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,68.71,1,68.71,Debit Card
TXN-20260110-77597,2026-01-10T18:04:14.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,39.17,1,39.17,Debit Card
TXN-20260110-55040,2026-01-10T15:12:11.805429,Hamburg_02,Hamburg,SKU005,Slim Fit Jeans,Jeans,75.35,1,75.35,Credit Card
TXN-20260110-56339,2026-01-10T10:48:26.805429,Online_Store,Online,SKU011,Little Black Dress,Dress,97.65,1,97.65,Cash
TXN-20260110-81419,2026-01-10T15:36:48.805429,Online_Store,Online,SKU001,Red T-Shirt,T-Shirt,27.0,1,27.0,Credit Card
TXN-20260110-31446,2026-01-10T21:45:55.805429,Online_Store,Online,SKU010,Running Shoes,Sneakers,91.43,2,182.87,Debit Card
TXN-20260110-96196,2026-01-10T19:41:59.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,77.35,2,154.7,Credit Card
TXN-20260110-88857,2026-01-10T20:49:36.805429,Hamburg_02,Hamburg,SKU013,Party Dress,Dress,130.54,1,130.54,Debit Card
TXN-20260110-75179,2026-01-10T14:28:00.805429,Frankfurt_01,Frankfurt,SKU013,Party Dress,Dress,143.26,1,143.26,Cash
TXN-20260110-97673,2026-01-10T19:24:38.805429,Frankfurt_01,Frankfurt,SKU009,Black Sneakers,Sneakers,107.63,1,107.63,Mobile Pay
TXN-20260110-53873,2026-01-10T18:51:31.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,28.49,1,28.49,Mobile Pay
TXN-20260110-97920,2026-01-10T15:48:54.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,190.51,2,381.03,Credit Card
TXN-20260110-72016,2026-01-10T18:57:42.805429,Munich_01,Munich,SKU007,Ripped Jeans,Jeans,87.91,1,87.91,Cash
TXN-20260110-50248,2026-01-10T18:59:49.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,125.47,1,125.47,Credit Card
TXN-20260110-11079,2026-01-10T17:11:33.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,24.12,1,24.12,Cash
TXN-20260110-33444,2026-01-10T16:40:58.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,143.7,2,287.41,Cash
TXN-20260110-42303,2026-01-10T20:38:40.805429,Frankfurt_01,Frankfurt,SKU001,Red T-Shirt,T-Shirt,26.94,1,26.94,Credit Card
TXN-20260110-97261,2026-01-10T11:26:03.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,113.29,1,113.29,Mobile Pay
TXN-20260110-82419,2026-01-10T11:45:07.805429,Online_Store,Online,SKU009,Black Sneakers,Sneakers,108.92,1,108.92,Debit Card
TXN-20260110-75331,2026-01-10T16:12:58.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,89.53,1,89.53,Cash
TXN-20260110-67074,2026-01-10T20:15:49.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,27.65,1,27.65,Cash
TXN-20260110-38109,2026-01-10T21:22:46.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,28.9,1,28.9,Mobile Pay
TXN-20260110-22073,2026-01-10T10:40:22.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,145.46,1,145.46,Mobile Pay
TXN-20260110-71313,2026-01-10T11:42:00.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,29.85,1,29.85,Debit Card
TXN-20260110-84385,2026-01-10T13:01:49.805429,Berlin_01,Berlin,SKU008,White Sneakers,Sneakers,115.95,1,115.95,Debit Card
TXN-20260110-12578,2026-01-10T16:41:47.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,140.95,1,140.95,Credit Card
TXN-20260110-16081,2026-01-10T14:50:00.805429,Online_Store,Online,SKU004,Black Polo,T-Shirt,37.61,1,37.61,Cash
TXN-20260110-94141,2026-01-10T14:59:49.805429,Online_Store,Online,SKU008,White Sneakers,Sneakers,113.87,1,113.87,Cash
TXN-20260110-55376,2026-01-10T18:48:38.805429,Munich_01,Munich,SKU009,Black Sneakers,Sneakers,118.91,1,118.91,Mobile Pay
TXN-20260110-42997,2026-01-10T12:52:22.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,59.81,2,119.62,Debit Card
TXN-20260110-36735,2026-01-10T12:36:53.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,120.99,1,120.99,Cash
TXN-20260110-46347,2026-01-10T10:07:07.805429,Hamburg_02,Hamburg,SKU004,Black Polo,T-Shirt,39.51,1,39.51,Cash
TXN-20260110-44463,2026-01-10T18:00:12.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,71.36,1,71.36,Mobile Pay
TXN-20260110-69769,2026-01-10T19:54:21.805429,Online_Store,Online,SKU009,Black Sneakers,Sneakers,105.31,3,315.93,Debit Card
TXN-20260110-47742,2026-01-10T16:10:33.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,26.52,1,26.52,Mobile Pay
TXN-20260110-36986,2026-01-10T18:50:52.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,137.43,1,137.43,Credit Card
TXN-20260110-66897,2026-01-10T15:43:19.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,93.98,1,93.98,Cash
TXN-20260110-23331,2026-01-10T13:55:32.805429,Munich_01,Munich,SKU006,Regular Jeans,Jeans,64.39,1,64.39,Debit Card
TXN-20260110-89832,2026-01-10T19:29:56.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,23.52,1,23.52,Credit Card
TXN-20260110-45606,2026-01-10T15:59:28.805429,Munich_01,Munich,SKU010,Running Shoes,Sneakers,95.1,1,95.1,Credit Card
TXN-20260110-62638,2026-01-10T15:10:46.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,28.03,2,56.06,Debit Card
TXN-20260110-41904,2026-01-10T16:36:33.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,116.82,1,116.82,Mobile Pay
TXN-20260110-25391,2026-01-10T16:11:35.805429,Online_Store,Online,SKU005,Slim Fit Jeans,Jeans,79.15,1,79.15,Cash
TXN-20260110-98044,2026-01-10T12:29:01.805429,Munich_01,Munich,SKU015,Leather Jacket,Jacket,192.7,1,192.7,Mobile Pay
TXN-20260110-36757,2026-01-10T11:26:46.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,70.07,1,70.07,Debit Card
TXN-20260110-85843,2026-01-10T19:57:34.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,85.49,1,85.49,Credit Card
TXN-20260110-86684,2026-01-10T16:40:36.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,21.99,2,43.98,Mobile Pay
TXN-20260110-79497,2026-01-10T15:35:36.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,21.55,1,21.55,Cash
TXN-20260110-42041,2026-01-10T16:20:03.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,140.83,1,140.83,Mobile Pay
TXN-20260110-93904,2026-01-10T18:45:06.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,22.18,1,22.18,Cash
TXN-20260110-46017,2026-01-10T15:12:32.805429,Frankfurt_01,Frankfurt,SKU011,Little Black Dress,Dress,92.58,2,185.17,Credit Card
TXN-20260110-30184,2026-01-10T16:44:37.805429,Online_Store,Online,SKU003,White T-Shirt,T-Shirt,23.11,1,23.11,Debit Card
TXN-20260110-97211,2026-01-10T19:57:02.805429,Hamburg_02,Hamburg,SKU014,Winter Jacket,Jacket,145.4,2,290.79,Mobile Pay
TXN-20260110-23571,2026-01-10T13:49:36.805429,Online_Store,Online,SKU005,Slim Fit Jeans,Jeans,70.7,1,70.7,Credit Card
TXN-20260110-89779,2026-01-10T16:07:58.805429,Frankfurt_01,Frankfurt,SKU009,Black Sneakers,Sneakers,115.77,3,347.32,Debit Card
TXN-20260110-89490,2026-01-10T19:00:11.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,38.37,1,38.37,Debit Card
TXN-20260110-62850,2026-01-10T18:26:43.805429,Frankfurt_01,Frankfurt,SKU016,Denim Jacket,Jacket,112.42,1,112.42,Cash
TXN-20260110-44649,2026-01-10T20:54:42.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,95.39,1,95.39,Mobile Pay
TXN-20260110-39635,2026-01-10T14:30:57.805429,Berlin_01,Berlin,SKU001,Red T-Shirt,T-Shirt,29.96,1,29.96,Credit Card
TXN-20260110-44241,2026-01-10T13:19:08.805429,Online_Store,Online,SKU011,Little Black Dress,Dress,87.57,1,87.57,Mobile Pay
TXN-20260110-91708,2026-01-10T19:07:01.805429,Frankfurt_01,Frankfurt,SKU015,Leather Jacket,Jacket,183.25,1,183.25,Debit Card
TXN-20260110-42645,2026-01-10T11:43:51.805429,Munich_01,Munich,SKU006,Regular Jeans,Jeans,61.2,1,61.2,Mobile Pay
TXN-20260110-19694,2026-01-10T19:44:28.805429,Online_Store,Online,SKU007,Ripped Jeans,Jeans,82.16,2,164.33,Mobile Pay
TXN-20260110-54988,2026-01-10T14:00:04.805429,Hamburg_02,Hamburg,SKU003,White T-Shirt,T-Shirt,24.29,1,24.29,Mobile Pay
TXN-20260110-92055,2026-01-10T20:31:23.805429,Munich_01,Munich,SKU004,Black Polo,T-Shirt,34.27,2,68.55,Mobile Pay
TXN-20260110-10416,2026-01-10T13:35:53.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,89.66,1,89.66,Debit Card
TXN-20260110-54847,2026-01-10T15:42:56.805429,Berlin_01,Berlin,SKU005,Slim Fit Jeans,Jeans,78.43,2,156.86,Cash
TXN-20260110-68934,2026-01-10T19:07:03.805429,Hamburg_02,Hamburg,SKU016,Denim Jacket,Jacket,117.52,1,117.52,Mobile Pay
TXN-20260110-95577,2026-01-10T16:21:07.805429,Munich_01,Munich,SKU005,Slim Fit Jeans,Jeans,75.5,1,75.5,Mobile Pay
TXN-20260110-54275,2026-01-10T19:08:16.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,28.34,1,28.34,Credit Card
TXN-20260110-89198,2026-01-10T20:52:22.805429,Online_Store,Online,SKU002,Blue T-Shirt,T-Shirt,28.72,1,28.72,Debit Card
TXN-20260110-18405,2026-01-10T13:29:32.805429,Frankfurt_01,Frankfurt,SKU004,Black Polo,T-Shirt,35.63,1,35.63,Mobile Pay
TXN-20260110-47774,2026-01-10T16:14:57.805429,Frankfurt_01,Frankfurt,SKU006,Regular Jeans,Jeans,64.04,1,64.04,Credit Card
TXN-20260110-50743,2026-01-10T16:17:56.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,74.91,1,74.91,Credit Card
TXN-20260110-11189,2026-01-10T19:05:30.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,98.92,2,197.83,Mobile Pay
TXN-20260110-84049,2026-01-10T10:21:59.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,186.36,1,186.36,Credit Card
